Make,Model,Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
Chevrolet,Cruze,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2017,153.0,4.0,4.0,39,28,1385,16975
Chevrolet,Cruze,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2017,153.0,4.0,4.0,39,29,1385,23475
Chevrolet,Cruze,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2017,153.0,4.0,4.0,37,28,1385,23945
Lexus,CT 200h,regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,2015,134.0,4.0,4.0,40,43,454,32200
Lexus,CT 200h,regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,2016,134.0,4.0,4.0,40,43,454,31250
Lexus,CT 200h,regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,2017,134.0,4.0,4.0,40,43,454,31250
Cadillac,CT6,premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,2016,265.0,4.0,4.0,31,22,1624,58395
Cadillac,CT6,premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,High-Performance",Large,Sedan,2016,404.0,6.0,4.0,26,18,1624,67570
Cadillac,CT6,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,High-Performance",Large,Sedan,2016,335.0,6.0,4.0,27,18,1624,60395
Cadillac,CT6,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2016,335.0,6.0,4.0,27,18,1624,63570
Cadillac,CT6,premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,High-Performance",Large,Sedan,2017,404.0,6.0,4.0,26,18,1624,64395
Cadillac,CT6,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2017,335.0,6.0,4.0,27,18,1624,63595
Cadillac,CT6,premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,2017,265.0,4.0,4.0,30,22,1624,53495
Cadillac,CT6,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,High-Performance",Large,Sedan,2017,335.0,6.0,4.0,27,18,1624,60395
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Coupe,2012,318.0,6.0,2.0,27,18,1624,40615
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,2012,318.0,6.0,2.0,27,18,1624,48150
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Coupe,2013,318.0,6.0,2.0,27,18,1624,40805
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,2013,318.0,6.0,2.0,27,18,1624,43950
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,2014,318.0,6.0,2.0,27,18,1624,39495
Cadillac,CTS Coupe,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Coupe,2014,318.0,6.0,2.0,27,18,1624,49995
Cadillac,CTS-V Coupe,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,2013,556.0,8.0,2.0,19,14,1624,63215
Cadillac,CTS-V Coupe,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,2014,556.0,8.0,2.0,19,14,1624,63600
Cadillac,CTS-V Coupe,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,2015,556.0,8.0,2.0,19,14,1624,69900
Cadillac,CTS-V Wagon,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,2012,556.0,8.0,4.0,19,14,1624,63215
Cadillac,CTS-V Wagon,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,2013,556.0,8.0,4.0,19,14,1624,63215
Cadillac,CTS-V Wagon,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,2014,556.0,8.0,4.0,19,14,1624,63600
Cadillac,CTS-V,premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,2014,556.0,8.0,4.0,19,14,1624,63600
Cadillac,CTS-V,premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2016,640.0,8.0,4.0,21,14,1624,83995
Cadillac,CTS-V,premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2017,640.0,8.0,4.0,21,14,1624,85995
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,2012,270.0,6.0,4.0,27,18,1624,39015
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Wagon,2012,318.0,6.0,4.0,26,18,1624,44190
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,2012,270.0,6.0,4.0,26,18,1624,40915
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Wagon,2012,318.0,6.0,4.0,26,18,1624,51650
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Wagon,2013,318.0,6.0,4.0,26,18,1624,44190
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,2013,270.0,6.0,4.0,26,18,1624,42150
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,2013,270.0,6.0,4.0,26,18,1624,41105
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Wagon,2013,318.0,6.0,4.0,26,18,1624,46090
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Wagon,2014,318.0,6.0,4.0,26,18,1624,49795
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,2014,270.0,6.0,4.0,26,18,1624,44095
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,2014,270.0,6.0,4.0,26,18,1624,42195
Cadillac,CTS Wagon,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Wagon,2014,318.0,6.0,4.0,26,18,1624,46095
Cadillac,CTS,flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Luxury,Performance",Large,Sedan,2015,321.0,6.0,4.0,26,18,1624,54970
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,Performance",Large,Sedan,2015,272.0,4.0,4.0,30,20,1624,51270
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2015,272.0,4.0,4.0,28,19,1624,53270
Cadillac,CTS,flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Luxury,High-Performance",Large,Sedan,2015,321.0,6.0,4.0,29,18,1624,61770
Cadillac,CTS,premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2015,420.0,6.0,4.0,24,16,1624,69340
Cadillac,CTS,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Large,Sedan,2016,335.0,6.0,4.0,30,20,1624,58285
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,Performance",Large,Sedan,2016,268.0,4.0,4.0,31,21,1624,45560
Cadillac,CTS,premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2016,420.0,6.0,4.0,24,16,1624,59955
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2016,268.0,4.0,4.0,29,21,1624,53285
Cadillac,CTS,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2016,335.0,6.0,4.0,28,19,1624,60285
Cadillac,CTS,regular unleaded,AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2017,335.0,6.0,4.0,27,19,1624,61195
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,Performance",Large,Sedan,2017,268.0,4.0,4.0,30,22,1624,51695
Cadillac,CTS,premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,Luxury,High-Performance",Large,Sedan,2017,420.0,6.0,4.0,24,16,1624,70795
Cadillac,CTS,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Luxury,Performance",Large,Sedan,2017,268.0,4.0,4.0,29,21,1624,47995
Cadillac,CTS,regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Large,Sedan,2017,335.0,6.0,4.0,30,20,1624,59195
Nissan,Cube,regular unleaded,MANUAL,front wheel drive,0,Compact,Wagon,2012,122.0,4.0,4.0,30,25,2009,14980
Nissan,Cube,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Wagon,2012,122.0,4.0,4.0,31,27,2009,18680
Nissan,Cube,regular unleaded,MANUAL,front wheel drive,0,Compact,Wagon,2013,122.0,4.0,4.0,30,25,2009,16760
Nissan,Cube,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Wagon,2013,122.0,4.0,4.0,31,27,2009,18860
Nissan,Cube,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Wagon,2014,122.0,4.0,4.0,31,27,2009,19000
Nissan,Cube,regular unleaded,MANUAL,front wheel drive,0,Compact,Wagon,2014,122.0,4.0,4.0,30,25,2009,16900
Oldsmobile,Custom Cruiser,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Wagon,1990,140.0,8.0,4.0,22,15,26,2000
Oldsmobile,Custom Cruiser,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Wagon,1991,170.0,8.0,4.0,23,15,26,2000
Oldsmobile,Custom Cruiser,regular unleaded,AUTOMATIC,rear wheel drive,0,Large,Wagon,1992,170.0,8.0,4.0,23,15,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1990,110.0,4.0,4.0,30,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1990,160.0,4.0,4.0,28,20,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1990,180.0,4.0,4.0,29,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1990,110.0,4.0,2.0,30,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1990,180.0,4.0,2.0,29,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Coupe,1990,160.0,4.0,2.0,28,20,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1991,110.0,4.0,4.0,31,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1991,110.0,4.0,2.0,31,19,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1991,160.0,4.0,4.0,30,21,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Coupe,1991,160.0,4.0,2.0,30,21,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1991,180.0,4.0,2.0,30,21,26,2000
Oldsmobile,Cutlass Calais,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1991,180.0,4.0,4.0,30,21,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1992,160.0,6.0,4.0,24,17,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Wagon,1992,160.0,6.0,4.0,27,17,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Wagon,1992,110.0,4.0,4.0,28,19,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1992,110.0,4.0,4.0,28,19,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1993,160.0,4.0,4.0,28,21,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Wagon,1993,160.0,6.0,4.0,26,18,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Wagon,1993,160.0,4.0,4.0,26,18,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1993,160.0,6.0,4.0,24,17,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1994,120.0,4.0,4.0,28,22,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1994,120.0,6.0,4.0,26,17,26,2000
Oldsmobile,Cutlass Ciera,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Wagon,1994,160.0,6.0,4.0,26,17,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Coupe,1995,160.0,6.0,2.0,26,17,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Convertible,1995,160.0,6.0,2.0,26,17,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1995,160.0,6.0,4.0,26,17,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1996,160.0,6.0,4.0,26,18,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Coupe,1996,160.0,6.0,2.0,26,18,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1997,160.0,6.0,4.0,26,18,26,2000
Oldsmobile,Cutlass Supreme,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Coupe,1997,160.0,6.0,2.0,26,18,26,2000
Oldsmobile,Cutlass,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1997,155.0,6.0,4.0,26,18,26,2000
Oldsmobile,Cutlass,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1998,155.0,6.0,4.0,27,17,26,2000
Oldsmobile,Cutlass,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,1999,150.0,6.0,4.0,26,17,26,2045
Mazda,CX-3,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,2016,146.0,4.0,4.0,35,29,586,19960
Mazda,CX-3,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,2016,146.0,4.0,4.0,32,27,586,26240
Mazda,CX-3,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,2017,146.0,4.0,4.0,34,29,586,24990
Mazda,CX-3,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,2017,146.0,4.0,4.0,32,27,586,23210
Mazda,CX-5,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2014,155.0,4.0,4.0,32,26,586,22795
Mazda,CX-5,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2014,155.0,4.0,4.0,31,25,586,24045
Mazda,CX-5,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2014,184.0,4.0,4.0,32,25,586,24815
Mazda,CX-5,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2014,184.0,4.0,4.0,30,24,586,26065
Mazda,CX-5,regular unleaded,MANUAL,front wheel drive,Crossover,Midsize,4dr SUV,2014,155.0,4.0,4.0,35,26,586,21395
Mazda,CX-5,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,184.0,4.0,4.0,32,25,586,27970
Mazda,CX-5,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,184.0,4.0,4.0,30,24,586,29220
Mazda,CX-5,regular unleaded,MANUAL,front wheel drive,Crossover,Midsize,4dr SUV,2015,155.0,4.0,4.0,35,26,586,21545
Mazda,CX-5,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,155.0,4.0,4.0,32,26,586,22945
Mazda,CX-5,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,155.0,4.0,4.0,31,25,586,24195
Mazda,CX-5,regular unleaded,MANUAL,front wheel drive,Crossover,Midsize,4dr SUV,2016,155.0,4.0,4.0,35,26,586,21795
Mazda,CX-5,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2016,184.0,4.0,4.0,30,24,586,26465
Mazda,CX-5,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2016,184.0,4.0,4.0,33,26,586,23195
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2010,244.0,4.0,4.0,25,18,586,25950
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2010,244.0,4.0,4.0,23,17,586,27650
Mazda,CX-7,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2010,161.0,4.0,4.0,28,20,586,21700
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2011,244.0,4.0,4.0,21,17,586,33340
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2011,244.0,4.0,4.0,24,18,586,31640
Mazda,CX-7,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2011,161.0,4.0,4.0,28,20,586,21990
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2012,244.0,4.0,4.0,24,18,586,26455
Mazda,CX-7,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2012,161.0,4.0,4.0,27,20,586,26590
Mazda,CX-7,premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2012,244.0,4.0,4.0,21,17,586,28155
Mazda,CX-9,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,4dr SUV,2014,273.0,6.0,4.0,22,16,586,31575
Mazda,CX-9,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,4dr SUV,2014,273.0,6.0,4.0,24,17,586,29985
Mazda,CX-9,regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,4dr SUV,2014,273.0,6.0,4.0,22,16,586,36625
Mazda,CX-9,regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,4dr SUV,2014,273.0,6.0,4.0,24,17,586,35035
Mazda,CX-9,regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Performance",Large,4dr SUV,2015,273.0,6.0,4.0,24,17,586,35035
Mazda,CX-9,regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Performance",Large,4dr SUV,2015,273.0,6.0,4.0,22,16,586,36625
Mazda,CX-9,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,4dr SUV,2015,273.0,6.0,4.0,22,16,586,31575
Mazda,CX-9,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,4dr SUV,2015,273.0,6.0,4.0,24,17,586,32480
Mazda,CX-9,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,4dr SUV,2016,227.0,4.0,4.0,28,22,586,35970
Mazda,CX-9,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,4dr SUV,2016,227.0,4.0,4.0,27,21,586,33320
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,0,Compact,Extended Cab Pickup,2008,210.0,6.0,4.0,20,15,1851,26170
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,0,Compact,Extended Cab Pickup,2008,302.0,8.0,4.0,19,14,1851,27780
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,0,Compact,Crew Cab Pickup,2008,210.0,6.0,4.0,18,14,1851,27625
Dodge,Dakota,regular unleaded,MANUAL,four wheel drive,0,Compact,Extended Cab Pickup,2008,210.0,6.0,4.0,19,15,1851,25245
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,0,Compact,Extended Cab Pickup,2008,210.0,6.0,4.0,18,14,1851,26280
Dodge,Dakota,regular unleaded,MANUAL,rear wheel drive,0,Compact,Crew Cab Pickup,2008,210.0,6.0,4.0,20,16,1851,23640
Dodge,Dakota,regular unleaded,MANUAL,rear wheel drive,0,Compact,Extended Cab Pickup,2008,210.0,6.0,4.0,20,16,1851,25395
Dodge,Dakota,regular unleaded,MANUAL,four wheel drive,0,Compact,Crew Cab Pickup,2008,210.0,6.0,4.0,19,15,1851,26590
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,0,Compact,Crew Cab Pickup,2008,210.0,6.0,4.0,20,15,1851,24010
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,0,Compact,Crew Cab Pickup,2008,302.0,8.0,4.0,18,14,1851,32135
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,0,Compact,Extended Cab Pickup,2008,302.0,8.0,4.0,19,14,1851,30760
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,0,Compact,Crew Cab Pickup,2008,302.0,8.0,4.0,19,14,1851,28520
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2009,210.0,6.0,4.0,20,15,1851,28630
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2009,210.0,6.0,4.0,18,14,1851,31630
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,2009,210.0,6.0,4.0,20,15,1851,23710
Dodge,Dakota,regular unleaded,MANUAL,rear wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2009,210.0,6.0,4.0,20,16,1851,25260
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Compact,Extended Cab Pickup,2009,210.0,6.0,4.0,18,14,1851,27960
Dodge,Dakota,regular unleaded,MANUAL,four wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2009,210.0,6.0,4.0,19,15,1851,28210
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2010,210.0,6.0,4.0,20,15,1851,26325
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Compact,Extended Cab Pickup,2010,210.0,6.0,4.0,18,14,1851,27880
Dodge,Dakota,regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2010,210.0,6.0,4.0,18,14,1851,28255
Dodge,Dakota,regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,2010,210.0,6.0,4.0,20,15,1851,23630
Dodge,Dakota,flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Compact,Crew Cab Pickup,2010,302.0,8.0,4.0,19,14,1851,31365
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2014,160.0,4.0,4.0,36,25,1851,16495
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2014,184.0,4.0,4.0,35,22,1851,18595
Dodge,Dart,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2014,184.0,4.0,4.0,35,23,1851,22995
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2014,160.0,4.0,4.0,41,28,1851,19995
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2014,184.0,4.0,4.0,33,23,1851,20995
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,184.0,4.0,4.0,33,23,1851,21645
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,184.0,4.0,4.0,35,22,1851,19000
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,160.0,4.0,4.0,41,28,1851,20495
Dodge,Dart,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2015,184.0,4.0,4.0,35,23,1851,23795
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,160.0,4.0,4.0,36,25,1851,16495
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,160.0,4.0,4.0,39,27,1851,19495
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,160.0,4.0,4.0,36,25,1851,18995
Dodge,Dart,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,184.0,4.0,4.0,35,22,1851,19395
Dodge,Dart,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2016,184.0,4.0,4.0,35,23,1851,24395
Rolls-Royce,Dawn,premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,High-Performance",Large,Convertible,2016,563.0,12.0,2.0,19,12,86,335000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,1991,152.0,4.0,2.0,24,18,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1991,152.0,4.0,2.0,24,18,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1991,100.0,4.0,2.0,31,21,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1991,141.0,6.0,2.0,25,17,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,1992,224.0,4.0,2.0,24,17,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,141.0,6.0,2.0,26,17,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,100.0,4.0,2.0,29,20,1851,2000
Dodge,Daytona,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,100.0,4.0,2.0,29,22,1851,2000
